any;mes;motiu;quantitat;tipo
1999;3;INSCRIPCIO INDEGUDA;27;baixa
1999;3;EMIGRACIO;196;baixa
1999;3;DEFUNCIO;82;baixa
1999;4;INSCRIPCIO INDEGUDA;36;baixa
1999;4;EMIGRACIO;142;baixa
1999;4;DEFUNCIO;75;baixa
1999;5;INSCRIPCIO INDEGUDA;35;baixa
1999;5;EMIGRACIO;163;baixa
1999;5;DEFUNCIO;60;baixa
1999;6;INSCRIPCIO INDEGUDA;54;baixa
1999;6;EMIGRACIO;134;baixa
1999;6;DEFUNCIO;75;baixa
1999;7;INSCRIPCIO INDEGUDA;51;baixa
1999;7;EMIGRACIO;138;baixa
1999;7;DEFUNCIO;61;baixa
1999;8;INSCRIPCIO INDEGUDA;52;baixa
1999;8;EMIGRACIO;142;baixa
1999;8;DEFUNCIO;78;baixa
1999;9;INSCRIPCIO INDEGUDA;50;baixa
1999;9;EMIGRACIO;220;baixa
1999;9;DEFUNCIO;66;baixa
1999;10;INSCRIPCIO INDEGUDA;156;baixa
1999;10;EMIGRACIO;167;baixa
1999;10;DEFUNCIO;70;baixa
1999;11;INSCRIPCIO INDEGUDA;57;baixa
1999;11;EMIGRACIO;145;baixa
1999;11;DEFUNCIO;86;baixa
1999;12;INSCRIPCIO INDEGUDA;21;baixa
1999;12;EMIGRACIO;189;baixa
1999;12;DEFUNCIO;81;baixa
1998;1;INSCRIPCIO INDEGUDA;32;baixa
1998;1;EMIGRACIO;147;baixa
1998;1;DEFUNCIO;86;baixa
1998;2;INSCRIPCIO INDEGUDA;52;baixa
1998;2;EMIGRACIO;118;baixa
1998;2;DEFUNCIO;73;baixa
1998;3;INSCRIPCIO INDEGUDA;51;baixa
1998;3;EMIGRACIO;194;baixa
1998;3;DEFUNCIO;76;baixa
1998;4;INSCRIPCIO INDEGUDA;43;baixa
1998;4;EMIGRACIO;117;baixa
1998;4;DEFUNCIO;52;baixa
1998;5;INSCRIPCIO INDEGUDA;33;baixa
1998;5;EMIGRACIO;125;baixa
1998;5;DEFUNCIO;67;baixa
1998;6;INSCRIPCIO INDEGUDA;113;baixa
1998;6;EMIGRACIO;144;baixa
1998;6;DEFUNCIO;57;baixa
1998;7;INSCRIPCIO INDEGUDA;30;baixa
1998;7;EMIGRACIO;161;baixa
1998;7;DEFUNCIO;64;baixa
1998;8;INSCRIPCIO INDEGUDA;45;baixa
1998;8;EMIGRACIO;141;baixa
1998;8;DEFUNCIO;73;baixa
1998;9;INSCRIPCIO INDEGUDA;38;baixa
1998;9;EMIGRACIO;182;baixa
1998;9;DEFUNCIO;52;baixa
1998;10;INSCRIPCIO INDEGUDA;49;baixa
1998;10;EMIGRACIO;156;baixa
1998;10;DEFUNCIO;67;baixa
1998;11;INSCRIPCIO INDEGUDA;43;baixa
1998;11;EMIGRACIO;146;baixa
1998;11;DEFUNCIO;69;baixa
1998;12;INSCRIPCIO INDEGUDA;30;baixa
1998;12;EMIGRACIO;179;baixa
1998;12;DEFUNCIO;76;baixa
1997;1;INSCRIPCIO INDEGUDA;17;baixa
1997;1;EMIGRACIO;88;baixa
1997;1;DEFUNCIO;74;baixa
1997;2;INSCRIPCIO INDEGUDA;10;baixa
1997;2;EMIGRACIO;42;baixa
1997;2;DEFUNCIO;86;baixa
1997;3;INSCRIPCIO INDEGUDA;63;baixa
1997;3;EMIGRACIO;132;baixa
1997;3;DEFUNCIO;68;baixa
1997;4;INSCRIPCIO INDEGUDA;8;baixa
1997;4;EMIGRACIO;217;baixa
1997;4;DEFUNCIO;64;baixa
1997;5;INSCRIPCIO INDEGUDA;5;baixa
1997;5;EMIGRACIO;117;baixa
1997;5;DEFUNCIO;69;baixa
1997;6;INSCRIPCIO INDEGUDA;9;baixa
1997;6;EMIGRACIO;73;baixa
1997;6;DEFUNCIO;59;baixa
1997;7;INSCRIPCIO INDEGUDA;2;baixa
1997;7;EMIGRACIO;213;baixa
1997;7;DEFUNCIO;68;baixa
1997;8;INSCRIPCIO INDEGUDA;49;baixa
1997;8;EMIGRACIO;165;baixa
1997;8;DEFUNCIO;72;baixa
1997;9;INSCRIPCIO INDEGUDA;15;baixa
1997;9;EMIGRACIO;185;baixa
1997;9;DEFUNCIO;67;baixa
1997;10;INSCRIPCIO INDEGUDA;9;baixa
1997;10;EMIGRACIO;227;baixa
1997;10;DEFUNCIO;80;baixa
1997;11;INSCRIPCIO INDEGUDA;8;baixa
1997;11;EMIGRACIO;130;baixa
1997;11;DEFUNCIO;83;baixa
1997;12;INSCRIPCIO INDEGUDA;21;baixa
1997;12;EMIGRACIO;155;baixa
1997;12;DEFUNCIO;71;baixa
1996;5;INSCRIPCIO INDEGUDA;13;baixa
1996;5;EMIGRACIO;46;baixa
1996;5;DEFUNCIO;36;baixa
1996;6;INSCRIPCIO INDEGUDA;3;baixa
1996;6;EMIGRACIO;44;baixa
1996;6;DEFUNCIO;55;baixa
1996;7;EMIGRACIO;57;baixa
1996;7;DEFUNCIO;68;baixa
1996;8;EMIGRACIO;94;baixa
1996;8;DEFUNCIO;69;baixa
1996;9;INSCRIPCIO INDEGUDA;1;baixa
1996;9;EMIGRACIO;113;baixa
1996;9;DEFUNCIO;67;baixa
1996;10;INSCRIPCIO INDEGUDA;5;baixa
1996;10;EMIGRACIO;134;baixa
1996;10;DEFUNCIO;72;baixa
1996;11;INSCRIPCIO INDEGUDA;2;baixa
1996;11;EMIGRACIO;131;baixa
1996;11;DEFUNCIO;67;baixa
1996;12;INSCRIPCIO INDEGUDA;3;baixa
1996;12;EMIGRACIO;105;baixa
1996;12;DEFUNCIO;60;baixa
1995;6;DEFUNCIO;1;baixa
1994;1;DEFUNCIO;1;baixa
1994;6;DEFUNCIO;1;baixa
1994;10;EMIGRACIO;2;baixa
1993;8;DEFUNCIO;1;baixa
1992;6;DEFUNCIO;1;baixa
1992;12;DEFUNCIO;1;baixa
1991;8;DEFUNCIO;1;baixa
1988;3;INSCRIPCIO INDEGUDA;1;baixa
